Order Name,Created at,Financial Status,Brand,Product,SKU,Quantity,Unit Price,Discount,Discount Pct,Line Total
#SHF1014,2025-11-13 01:49:33,paid,HIGHCHIC,Đầm bodycon ôm dáng,HIG-7418,1,1036000,0,0,1036000
#SHF1014,2025-11-13 01:49:33,paid,IAMSAIGON,Poster nghệ thuật A3,IAM-1367,3,149000,111750,25,335250
#SHF1015,2025-11-13 08:38:06,paid,FNOS,Dép quai hậu EVA,FNO-2214,2,435000,0,0,870000
#SHF1016,2025-11-15 01:38:37,paid,HIGHCHIC,Set bộ công sở,HIG-2568,2,622000,124400,10,1119600
#SHF1017,2025-11-15 03:57:03,paid,FNOS,Sandal cao gót 7cm,FNO-7259,1,701000,0,0,701000
#SHF1017,2025-11-15 03:57:03,paid,PARADOX,Quần wide-leg đen,PAR-3642,2,441000,0,0,882000
#SHF1018,2025-11-15 15:01:42,paid,CAOSTU,Áo polo nam cổ bẻ,CAO-9279,1,606000,0,0,606000
#SHF1019,2025-11-17 19:31:32,paid,PARADOX,Bomber jacket olive,PAR-4071,2,360000,108000,15,612000
#SHF1019,2025-11-17 19:31:32,paid,HIGHCHIC,Chân váy midi xếp ly,HIG-8107,1,584000,58400,10,525600
#SHF1020,2025-11-18 03:43:16,refunded,PARADOX,Áo sweater logo,PAR-8947,3,558000,0,0,1674000
#SHF1020,2025-11-18 03:43:16,refunded,CAOSTU,Áo tanktop trơn,CAO-7662,3,206000,30900,5,587100
#SHF1020,2025-11-18 03:43:16,refunded,HIGHCHIC,Đầm maxi floral,HIG-7764,3,1108000,0,0,3324000
#SHF1021,2025-11-18 16:32:55,paid,PARADOX,Quần wide-leg đen,PAR-3642,2,769000,0,0,1538000
#SHF1021,2025-11-18 16:32:55,paid,PARADOX,Áo sweater logo,PAR-8947,3,789000,236700,10,2130300
#SHF1021,2025-11-18 16:32:55,paid,HIGHCHIC,Đầm bodycon ôm dáng,HIG-7418,1,615000,0,0,615000
#SHF1022,2025-11-19 13:23:05,paid,PARADOX,Hoodie unisex grey,PAR-3561,2,875000,87500,5,1662500
#SHF1022,2025-11-19 13:23:05,paid,PARADOX,Hoodie unisex grey,PAR-3561,3,716000,107400,5,2040600
#SHF1022,2025-11-19 13:23:05,paid,HIGHCHIC,Set bộ công sở,HIG-2568,1,808000,80800,10,727200
#SHF1023,2025-11-21 11:59:05,paid,FNOS,Giày loafer da bò,FNO-9603,2,306000,0,0,612000
#SHF1024,2025-11-21 21:50:12,paid,HIGHCHIC,Đầm bodycon ôm dáng,HIG-7418,3,945000,0,0,2835000
#SHF1025,2025-11-22 13:26:21,paid,IAMSAIGON,Vòng tay dệt,IAM-8439,1,196000,0,0,196000
#SHF1025,2025-11-22 13:26:21,paid,CAOSTU,Áo tanktop trơn,CAO-7662,1,425000,0,0,425000
#SHF1025,2025-11-22 13:26:21,paid,IAMSAIGON,Túi tote canvas in hình,IAM-4791,3,146000,0,0,438000
#SHF1026,2025-11-23 00:21:46,paid,IAMSAIGON,Vòng tay dệt,IAM-8439,2,266000,26600,5,505400
#SHF1026,2025-11-23 00:21:46,paid,PARADOX,Bomber jacket olive,PAR-4071,3,741000,0,0,2223000
#SHF1026,2025-11-23 00:21:46,paid,FNOS,Boot cổ thấp da PU,FNO-3395,2,641000,0,0,1282000
#SHF1027,2025-11-23 17:20:59,partially_refunded,PARADOX,Hoodie unisex grey,PAR-3561,1,709000,35450,5,673550
#SHF1027,2025-11-23 17:20:59,partially_refunded,FNOS,Boot cổ thấp da PU,FNO-3395,2,361000,0,0,722000
#SHF1027,2025-11-23 17:20:59,partially_refunded,CAOSTU,Quần jogger cotton,CAO-1847,1,611000,0,0,611000
#SHF1028,2025-11-23 18:35:09,paid,CAOSTU,Áo thun basic cổ tròn,CAO-1134,3,450000,0,0,1350000
#SHF1028,2025-11-23 18:35:09,paid,HIGHCHIC,Chân váy midi xếp ly,HIG-8107,2,456000,0,0,912000
#SHF1028,2025-11-23 18:35:09,paid,HIGHCHIC,Áo croptop basic,HIG-7529,2,353000,141200,20,564800
#SHF1029,2025-11-24 04:29:39,refunded,FNOS,Dép quai hậu EVA,FNO-2214,3,333000,0,0,999000
#SHF1029,2025-11-24 04:29:39,refunded,CAOSTU,Quần jogger cotton,CAO-1847,2,368000,0,0,736000
#SHF1030,2025-11-27 03:05:43,paid,CAOSTU,Quần short thể thao,CAO-4049,1,458000,114500,25,343500
#SHF1031,2025-11-27 12:05:31,refunded,FNOS,Giày loafer da bò,FNO-9603,3,600000,0,0,1800000
#SHF1031,2025-11-27 12:05:31,refunded,FNOS,Sandal cao gót 7cm,FNO-7259,2,753000,0,0,1506000
#SHF1032,2025-11-27 18:36:52,paid,IAMSAIGON,Ly gốm sứ Sài Gòn,IAM-8807,3,221000,0,0,663000
#SHF1032,2025-11-27 18:36:52,paid,PARADOX,Áo sơ mi oversize unisex,PAR-4982,2,354000,70800,10,637200
#SHF1033,2025-11-28 12:43:14,paid,IAMSAIGON,Vòng tay dệt,IAM-8439,3,130000,19500,5,370500
#SHF1033,2025-11-28 12:43:14,paid,FNOS,Giày slip-on canvas,FNO-1784,3,590000,0,0,1770000
#SHF1034,2025-11-30 15:20:06,paid,PARADOX,Áo sweater logo,PAR-8947,2,1052000,0,0,2104000
#SHF1034,2025-11-30 15:20:06,paid,IAMSAIGON,Móc khóa thêu HCM,IAM-8897,3,93000,0,0,279000
#SHF1035,2025-11-30 15:26:42,paid,PARADOX,Set streetwear navy,PAR-6952,1,1090000,0,0,1090000
#SHF1035,2025-11-30 15:26:42,paid,FNOS,Sneaker trắng basic,FNO-2184,3,659000,0,0,1977000
#SHF1035,2025-11-30 15:26:42,paid,IAMSAIGON,Poster nghệ thuật A3,IAM-1367,2,263000,131500,25,394500
#SHF1036,2025-12-01 15:10:08,paid,PARADOX,Bomber jacket olive,PAR-4071,3,1215000,0,0,3645000
#SHF1037,2025-12-03 09:35:24,paid,CAOSTU,Áo tanktop trơn,CAO-7662,3,498000,149400,10,1344600
#SHF1037,2025-12-03 09:35:24,paid,HIGHCHIC,Đầm maxi floral,HIG-7764,3,918000,0,0,2754000
#SHF1038,2025-12-04 03:06:39,paid,FNOS,Sneaker trắng basic,FNO-2184,1,467000,0,0,467000
#SHF1038,2025-12-04 03:06:39,paid,PARADOX,Áo sweater logo,PAR-8947,3,653000,0,0,1959000
#SHF1038,2025-12-04 03:06:39,paid,IAMSAIGON,Túi tote canvas in hình,IAM-4791,1,108000,0,0,108000
#SHF1039,2025-12-05 13:07:18,paid,PARADOX,Set streetwear navy,PAR-6952,3,1038000,0,0,3114000
#SHF1039,2025-12-05 13:07:18,paid,CAOSTU,Áo polo nam cổ bẻ,CAO-9279,2,430000,0,0,860000
#SHF1039,2025-12-05 13:07:18,paid,FNOS,Sandal cao gót 7cm,FNO-7259,2,839000,251700,15,1426300
#SHF1040,2025-12-05 20:19:28,paid,IAMSAIGON,Móc khóa thêu HCM,IAM-8897,2,274000,0,0,548000
#SHF1041,2025-12-06 02:56:10,partially_refunded,FNOS,Sandal cao gót 7cm,FNO-7259,1,574000,0,0,574000
#SHF1041,2025-12-06 02:56:10,partially_refunded,CAOSTU,Quần short thể thao,CAO-4049,2,198000,59400,15,336600
#SHF1042,2025-12-06 10:31:27,partially_refunded,CAOSTU,Quần jogger cotton,CAO-1847,3,473000,0,0,1419000
#SHF1043,2025-12-06 10:45:34,partially_refunded,PARADOX,Quần wide-leg đen,PAR-3642,3,558000,0,0,1674000
#SHF1043,2025-12-06 10:45:34,partially_refunded,FNOS,Giày loafer da bò,FNO-9603,3,555000,0,0,1665000
#SHF1043,2025-12-06 10:45:34,partially_refunded,HIGHCHIC,Chân váy midi xếp ly,HIG-8107,2,764000,0,0,1528000
#SHF1044,2025-12-08 05:40:54,paid,PARADOX,Áo sweater logo,PAR-8947,1,1217000,0,0,1217000
#SHF1044,2025-12-08 05:40:54,paid,CAOSTU,Quần short thể thao,CAO-4049,2,598000,0,0,1196000
#SHF1045,2025-12-08 18:08:36,paid,FNOS,Boot cổ thấp da PU,FNO-3395,3,713000,0,0,2139000
#SHF1046,2025-12-08 22:30:44,partially_refunded,PARADOX,Hoodie unisex grey,PAR-3561,2,548000,0,0,1096000
#SHF1046,2025-12-08 22:30:44,partially_refunded,CAOSTU,Áo tanktop trơn,CAO-7662,3,558000,0,0,1674000
#SHF1047,2025-12-11 08:15:58,paid,HIGHCHIC,Đầm maxi floral,HIG-7764,2,1277000,0,0,2554000
#SHF1047,2025-12-11 08:15:58,paid,HIGHCHIC,Đầm maxi floral,HIG-7764,2,379000,0,0,758000
#SHF1048,2025-12-13 04:48:41,partially_refunded,IAMSAIGON,Poster nghệ thuật A3,IAM-1367,3,120000,72000,20,288000
#SHF1048,2025-12-13 04:48:41,partially_refunded,HIGHCHIC,Áo croptop basic,HIG-7529,2,436000,0,0,872000
#SHF1049,2025-12-14 00:49:14,partially_refunded,FNOS,Boot cổ thấp da PU,FNO-3395,2,548000,274000,25,822000
#SHF1049,2025-12-14 00:49:14,partially_refunded,IAMSAIGON,Nón bucket local brand,IAM-2417,1,184000,0,0,184000
#SHF1049,2025-12-14 00:49:14,partially_refunded,IAMSAIGON,Vòng tay dệt,IAM-8439,1,158000,7900,5,150100
#SHF1050,2025-12-14 07:23:03,refunded,FNOS,Giày loafer da bò,FNO-9603,1,435000,0,0,435000
#SHF1050,2025-12-14 07:23:03,refunded,PARADOX,Bomber jacket olive,PAR-4071,1,521000,0,0,521000
#SHF1051,2025-12-14 11:19:10,paid,CAOSTU,Quần short thể thao,CAO-4049,3,527000,0,0,1581000
#SHF1051,2025-12-14 11:19:10,paid,CAOSTU,Áo tanktop trơn,CAO-7662,2,514000,102800,10,925200
#SHF1051,2025-12-14 11:19:10,paid,CAOSTU,Áo khoác dù basic,CAO-7320,2,412000,0,0,824000
#SHF1052,2025-12-16 03:37:37,paid,IAMSAIGON,Poster nghệ thuật A3,IAM-1367,1,244000,0,0,244000
#SHF1053,2025-12-16 12:24:07,refunded,CAOSTU,Quần short thể thao,CAO-4049,1,253000,0,0,253000
#SHF1053,2025-12-16 12:24:07,refunded,PARADOX,Áo sweater logo,PAR-8947,2,1076000,0,0,2152000
#SHF1053,2025-12-16 12:24:07,refunded,PARADOX,Hoodie unisex grey,PAR-3561,2,583000,116600,10,1049400
#SHF1054,2025-12-16 22:50:47,paid,HIGHCHIC,Đầm bodycon ôm dáng,HIG-7418,1,1187000,0,0,1187000
#SHF1055,2025-12-16 23:46:19,paid,IAMSAIGON,Vòng tay dệt,IAM-8439,3,264000,0,0,792000
#SHF1055,2025-12-16 23:46:19,paid,HIGHCHIC,Áo blouse lụa tay dài,HIG-9554,3,333000,0,0,999000
#SHF1055,2025-12-16 23:46:19,paid,HIGHCHIC,Áo blouse lụa tay dài,HIG-9554,2,400000,0,0,800000
#SHF1056,2025-12-18 08:46:21,paid,IAMSAIGON,Túi tote canvas in hình,IAM-4791,3,199000,0,0,597000
#SHF1056,2025-12-18 08:46:21,paid,PARADOX,Quần wide-leg đen,PAR-3642,3,455000,0,0,1365000
#SHF1056,2025-12-18 08:46:21,paid,FNOS,Giày loafer da bò,FNO-9603,2,452000,0,0,904000
#SHF1057,2025-12-18 20:07:38,partially_refunded,IAMSAIGON,Poster nghệ thuật A3,IAM-1367,1,82000,0,0,82000
#SHF1057,2025-12-18 20:07:38,partially_refunded,IAMSAIGON,Túi tote canvas in hình,IAM-4791,2,278000,0,0,556000
#SHF1058,2025-12-20 00:12:49,paid,HIGHCHIC,Chân váy midi xếp ly,HIG-8107,3,326000,0,0,978000
#SHF1058,2025-12-20 00:12:49,paid,HIGHCHIC,Set bộ công sở,HIG-2568,3,1088000,816000,25,2448000
#SHF1058,2025-12-20 00:12:49,paid,CAOSTU,Quần jogger cotton,CAO-1847,3,180000,27000,5,513000
#SHF1059,2025-12-20 04:02:12,paid,CAOSTU,Quần jogger cotton,CAO-1847,3,624000,280800,15,1591200
#SHF1059,2025-12-20 04:02:12,paid,HIGHCHIC,Áo croptop basic,HIG-7529,2,1141000,0,0,2282000
#SHF1059,2025-12-20 04:02:12,paid,PARADOX,Quần wide-leg đen,PAR-3642,3,420000,0,0,1260000
#SHF1060,2025-12-22 13:21:05,paid,IAMSAIGON,Nón bucket local brand,IAM-2417,2,153000,76500,25,229500
#SHF1060,2025-12-22 13:21:05,paid,PARADOX,Set streetwear navy,PAR-6952,1,614000,92100,15,521900
#SHF1060,2025-12-22 13:21:05,paid,HIGHCHIC,Áo croptop basic,HIG-7529,3,952000,0,0,2856000
#SHF1061,2025-12-23 22:37:40,paid,CAOSTU,Áo khoác dù basic,CAO-7320,1,593000,0,0,593000
#SHF1062,2025-12-24 09:03:40,partially_refunded,CAOSTU,Áo tanktop trơn,CAO-7662,2,529000,158700,15,899300
#SHF1062,2025-12-24 09:03:40,partially_refunded,PARADOX,Hoodie unisex grey,PAR-3561,2,937000,0,0,1874000
#SHF1062,2025-12-24 09:03:40,partially_refunded,HIGHCHIC,Đầm maxi floral,HIG-7764,1,1298000,0,0,1298000
#SHF1063,2025-12-25 02:52:21,paid,HIGHCHIC,Set bộ công sở,HIG-2568,1,586000,0,0,586000
#SHF1063,2025-12-25 02:52:21,paid,CAOSTU,Áo khoác dù basic,CAO-7320,3,377000,0,0,1131000
#SHF1064,2025-12-26 01:15:59,paid,IAMSAIGON,Túi tote canvas in hình,IAM-4791,1,276000,0,0,276000
#SHF1064,2025-12-26 01:15:59,paid,CAOSTU,Áo khoác dù basic,CAO-7320,2,617000,0,0,1234000
#SHF1065,2025-12-26 08:00:17,refunded,CAOSTU,Áo thun basic cổ tròn,CAO-1134,1,459000,22950,5,436050
#SHF1065,2025-12-26 08:00:17,refunded,HIGHCHIC,Áo croptop basic,HIG-7529,1,1039000,51950,5,987050
#SHF1066,2025-12-26 12:10:46,paid,FNOS,Sandal cao gót 7cm,FNO-7259,2,349000,0,0,698000
#SHF1066,2025-12-26 12:10:46,paid,CAOSTU,Quần short thể thao,CAO-4049,2,372000,148800,20,595200
#SHF1066,2025-12-26 12:10:46,paid,CAOSTU,Quần short thể thao,CAO-4049,1,504000,50400,10,453600
#SHF1067,2025-12-28 04:00:18,paid,FNOS,Boot cổ thấp da PU,FNO-3395,3,390000,0,0,1170000
#SHF1068,2025-12-28 19:20:40,paid,IAMSAIGON,Nón bucket local brand,IAM-2417,3,191000,0,0,573000
#SHF1068,2025-12-28 19:20:40,paid,PARADOX,Áo sweater logo,PAR-8947,2,849000,0,0,1698000
#SHF1068,2025-12-28 19:20:40,paid,PARADOX,Set streetwear navy,PAR-6952,1,1088000,0,0,1088000
#SHF1069,2025-12-28 21:02:19,paid,FNOS,Giày slip-on canvas,FNO-1784,1,558000,0,0,558000
#SHF1070,2025-12-30 02:04:45,paid,HIGHCHIC,Chân váy midi xếp ly,HIG-8107,3,880000,0,0,2640000
#SHF1070,2025-12-30 02:04:45,paid,HIGHCHIC,Áo blouse lụa tay dài,HIG-9554,1,1158000,57900,5,1100100
#SHF1070,2025-12-30 02:04:45,paid,PARADOX,Hoodie unisex grey,PAR-3561,2,890000,0,0,1780000
#SHF1071,2025-12-30 05:24:09,refunded,HIGHCHIC,Chân váy midi xếp ly,HIG-8107,1,995000,0,0,995000
#SHF1071,2025-12-30 05:24:09,refunded,HIGHCHIC,Áo croptop basic,HIG-7529,3,411000,61650,5,1171350
#SHF1071,2025-12-30 05:24:09,refunded,CAOSTU,Áo thun basic cổ tròn,CAO-1134,2,277000,110800,20,443200
#SHF1072,2025-12-30 17:27:47,refunded,PARADOX,Áo sơ mi oversize unisex,PAR-4982,3,737000,0,0,2211000
#SHF1072,2025-12-30 17:27:47,refunded,CAOSTU,Áo khoác dù basic,CAO-7320,3,498000,224100,15,1269900
#SHF1073,2025-12-31 10:05:45,refunded,IAMSAIGON,Nón bucket local brand,IAM-2417,3,222000,99900,15,566100
#SHF1074,2025-12-31 22:45:25,partially_refunded,FNOS,Giày slip-on canvas,FNO-1784,3,427000,0,0,1281000
#SHF1074,2025-12-31 22:45:25,partially_refunded,IAMSAIGON,Nón bucket local brand,IAM-2417,2,229000,0,0,458000
#SHF1075,2026-01-01 09:48:19,paid,IAMSAIGON,Móc khóa thêu HCM,IAM-8897,2,221000,0,0,442000
#SHF1075,2026-01-01 09:48:19,paid,PARADOX,Hoodie unisex grey,PAR-3561,2,1028000,0,0,2056000
#SHF1075,2026-01-01 09:48:19,paid,FNOS,Sneaker trắng basic,FNO-2184,1,745000,149000,20,596000
#SHF1076,2026-01-01 18:50:09,paid,PARADOX,Bomber jacket olive,PAR-4071,3,694000,0,0,2082000
#SHF1076,2026-01-01 18:50:09,paid,FNOS,Dép quai hậu EVA,FNO-2214,1,698000,174500,25,523500
#SHF1076,2026-01-01 18:50:09,paid,FNOS,Sandal cao gót 7cm,FNO-7259,1,686000,0,0,686000
#SHF1077,2026-01-01 19:30:22,refunded,FNOS,Giày slip-on canvas,FNO-1784,2,621000,310500,25,931500
#SHF1077,2026-01-01 19:30:22,refunded,HIGHCHIC,Đầm maxi floral,HIG-7764,2,759000,0,0,1518000
#SHF1077,2026-01-01 19:30:22,refunded,CAOSTU,Quần jogger cotton,CAO-1847,2,378000,151200,20,604800
#SHF1078,2026-01-02 20:53:41,paid,HIGHCHIC,Set bộ công sở,HIG-2568,3,1086000,0,0,3258000
#SHF1078,2026-01-02 20:53:41,paid,HIGHCHIC,Set bộ công sở,HIG-2568,2,1222000,0,0,2444000
#SHF1078,2026-01-02 20:53:41,paid,CAOSTU,Áo tanktop trơn,CAO-7662,2,572000,0,0,1144000
#SHF1079,2026-01-04 03:31:30,paid,CAOSTU,Áo tanktop trơn,CAO-7662,1,300000,0,0,300000
#SHF1080,2026-01-04 09:58:33,refunded,FNOS,Sandal cao gót 7cm,FNO-7259,3,449000,202050,15,1144950
#SHF1080,2026-01-04 09:58:33,refunded,HIGHCHIC,Chân váy midi xếp ly,HIG-8107,2,1022000,0,0,2044000
#SHF1081,2026-01-04 19:15:45,refunded,HIGHCHIC,Set bộ công sở,HIG-2568,3,1299000,0,0,3897000
#SHF1081,2026-01-04 19:15:45,refunded,HIGHCHIC,Đầm bodycon ôm dáng,HIG-7418,2,1295000,388500,15,2201500
#SHF1081,2026-01-04 19:15:45,refunded,PARADOX,Bomber jacket olive,PAR-4071,2,853000,0,0,1706000
#SHF1082,2026-01-06 08:23:44,paid,IAMSAIGON,Vòng tay dệt,IAM-8439,1,127000,25400,20,101600
#SHF1083,2026-01-07 18:47:42,paid,HIGHCHIC,Chân váy midi xếp ly,HIG-8107,1,1124000,0,0,1124000
#SHF1083,2026-01-07 18:47:42,paid,PARADOX,Quần wide-leg đen,PAR-3642,2,941000,188200,10,1693800
#SHF1084,2026-01-08 02:36:13,paid,FNOS,Giày slip-on canvas,FNO-1784,3,496000,223200,15,1264800
#SHF1084,2026-01-08 02:36:13,paid,IAMSAIGON,Vòng tay dệt,IAM-8439,2,85000,0,0,170000
#SHF1084,2026-01-08 02:36:13,paid,HIGHCHIC,Áo croptop basic,HIG-7529,2,736000,0,0,1472000
#SHF1085,2026-01-09 02:09:03,paid,FNOS,Giày slip-on canvas,FNO-1784,3,214000,32100,5,609900
#SHF1085,2026-01-09 02:09:03,paid,FNOS,Sandal cao gót 7cm,FNO-7259,1,288000,14400,5,273600
#SHF1085,2026-01-09 02:09:03,paid,IAMSAIGON,Poster nghệ thuật A3,IAM-1367,3,70000,0,0,210000
#SHF1086,2026-01-09 14:36:36,paid,PARADOX,Hoodie unisex grey,PAR-3561,3,789000,236700,10,2130300
#SHF1086,2026-01-09 14:36:36,paid,CAOSTU,Quần jogger cotton,CAO-1847,1,460000,0,0,460000
#SHF1087,2026-01-09 21:05:27,paid,CAOSTU,Quần jogger cotton,CAO-1847,3,445000,0,0,1335000
#SHF1088,2026-01-11 03:54:10,paid,CAOSTU,Áo tanktop trơn,CAO-7662,1,511000,51100,10,459900
#SHF1088,2026-01-11 03:54:10,paid,PARADOX,Quần wide-leg đen,PAR-3642,1,634000,0,0,634000
#SHF1088,2026-01-11 03:54:10,paid,FNOS,Dép quai hậu EVA,FNO-2214,2,443000,177200,20,708800
#SHF1089,2026-01-13 11:30:47,paid,HIGHCHIC,Đầm bodycon ôm dáng,HIG-7418,1,1281000,128100,10,1152900
#SHF1090,2026-01-13 20:22:06,paid,HIGHCHIC,Đầm bodycon ôm dáng,HIG-7418,1,1210000,60500,5,1149500
#SHF1090,2026-01-13 20:22:06,paid,CAOSTU,Quần jogger cotton,CAO-1847,3,266000,39900,5,758100
#SHF1091,2026-01-17 23:20:46,paid,FNOS,Giày loafer da bò,FNO-9603,3,687000,0,0,2061000
#SHF1091,2026-01-17 23:20:46,paid,PARADOX,Hoodie unisex grey,PAR-3561,2,625000,187500,15,1062500
#SHF1091,2026-01-17 23:20:46,paid,HIGHCHIC,Đầm maxi floral,HIG-7764,2,376000,0,0,752000
#SHF1092,2026-01-19 07:23:39,paid,IAMSAIGON,Poster nghệ thuật A3,IAM-1367,2,197000,39400,10,354600
#SHF1092,2026-01-19 07:23:39,paid,PARADOX,Hoodie unisex grey,PAR-3561,3,358000,0,0,1074000
#SHF1092,2026-01-19 07:23:39,paid,HIGHCHIC,Đầm bodycon ôm dáng,HIG-7418,2,913000,0,0,1826000
#SHF1093,2026-01-21 03:36:41,refunded,CAOSTU,Áo polo nam cổ bẻ,CAO-9279,3,594000,0,0,1782000
#SHF1094,2026-01-21 05:35:13,paid,CAOSTU,Quần short thể thao,CAO-4049,3,558000,251100,15,1422900
#SHF1095,2026-01-22 01:40:09,paid,HIGHCHIC,Áo croptop basic,HIG-7529,1,1216000,0,0,1216000
#SHF1095,2026-01-22 01:40:09,paid,CAOSTU,Quần short thể thao,CAO-4049,3,235000,105750,15,599250
#SHF1096,2026-01-23 15:05:43,paid,CAOSTU,Áo polo nam cổ bẻ,CAO-9279,1,180000,45000,25,135000
#SHF1096,2026-01-23 15:05:43,paid,FNOS,Boot cổ thấp da PU,FNO-3395,1,674000,134800,20,539200
#SHF1096,2026-01-23 15:05:43,paid,IAMSAIGON,Poster nghệ thuật A3,IAM-1367,2,91000,18200,10,163800
#SHF1097,2026-01-26 15:40:44,paid,HIGHCHIC,Áo croptop basic,HIG-7529,1,1055000,0,0,1055000
#SHF1097,2026-01-26 15:40:44,paid,IAMSAIGON,Vòng tay dệt,IAM-8439,3,283000,0,0,849000
#SHF1097,2026-01-26 15:40:44,paid,FNOS,Boot cổ thấp da PU,FNO-3395,2,438000,0,0,876000
#SHF1098,2026-01-29 17:18:00,paid,PARADOX,Áo sweater logo,PAR-8947,3,518000,0,0,1554000
#SHF1098,2026-01-29 17:18:00,paid,PARADOX,Quần wide-leg đen,PAR-3642,1,633000,0,0,633000
#SHF1098,2026-01-29 17:18:00,paid,FNOS,Boot cổ thấp da PU,FNO-3395,3,616000,0,0,1848000
#SHF1099,2026-02-01 23:54:16,paid,CAOSTU,Áo tanktop trơn,CAO-7662,1,307000,0,0,307000
#SHF1100,2026-02-02 19:42:28,paid,IAMSAIGON,Nón bucket local brand,IAM-2417,3,86000,25800,10,232200
#SHF1100,2026-02-02 19:42:28,paid,CAOSTU,Áo polo nam cổ bẻ,CAO-9279,1,307000,0,0,307000
#SHF1101,2026-02-03 02:00:24,paid,FNOS,Sneaker trắng basic,FNO-2184,3,719000,0,0,2157000
#SHF1102,2026-02-03 11:27:11,paid,PARADOX,Bomber jacket olive,PAR-4071,2,443000,0,0,886000
#SHF1102,2026-02-03 11:27:11,paid,FNOS,Sneaker trắng basic,FNO-2184,2,585000,0,0,1170000
#SHF1102,2026-02-03 11:27:11,paid,HIGHCHIC,Áo blouse lụa tay dài,HIG-9554,2,1243000,124300,5,2361700
#SHF1103,2026-02-04 12:12:58,paid,HIGHCHIC,Đầm maxi floral,HIG-7764,3,1238000,0,0,3714000
#SHF1103,2026-02-04 12:12:58,paid,FNOS,Sneaker trắng basic,FNO-2184,1,393000,0,0,393000
#SHF1103,2026-02-04 12:12:58,paid,PARADOX,Áo sơ mi oversize unisex,PAR-4982,1,1001000,0,0,1001000
